state,measure_id,measure_name,number_of_hospitals_worse,number_of_hospitals_same,number_of_hospitals_better,number_of_hospitals_too_few,footnote,start_date,end_date
AK,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,4,0,5,,04/01/2023,03/31/2025
AK,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,0,16,1,4,,07/01/2024,06/30/2025
AK,MORT_30_AMI,Death rate for heart attack patients,0,5,0,11,,07/01/2022,06/30/2025
AK,MORT_30_CABG,Death rate for CABG surgery patients,0,2,0,1,,07/01/2022,06/30/2025
AK,MORT_30_COPD,Death rate for COPD patients,1,9,0,11,,07/01/2022,06/30/2025
AK,MORT_30_HF,Death rate for heart failure patients,2,8,0,11,,07/01/2022,06/30/2025
AK,MORT_30_PN,Death rate for pneumonia patients,0,14,0,7,,07/01/2022,06/30/2025
AK,MORT_30_STK,Death rate for stroke patients,0,5,1,12,,07/01/2023,06/30/2025
AK,PSI_03,Pressure ulcer rate,2,6,0,0,,07/01/2022,06/30/2024
AK,PSI_04,Death rate among surgical inpatients with serious treatable complications,1,4,0,2,,07/01/2022,06/30/2024
AK,PSI_06,Iatrogenic pneumothorax rate,1,7,0,0,,07/01/2022,06/30/2024
AK,PSI_08,In-hospital fall-associated fracture rate,0,8,0,0,,07/01/2022,06/30/2024
AK,PSI_09,Postoperative hemorrhage or hematoma rate,0,7,0,0,,07/01/2022,06/30/2024
AK,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,6,0,0,,07/01/2022,06/30/2024
AK,PSI_11,Postoperative respiratory failure rate,0,6,0,0,,07/01/2022,06/30/2024
AK,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0,7,0,0,,07/01/2022,06/30/2024
AK,PSI_13,Postoperative sepsis rate,0,6,0,0,,07/01/2022,06/30/2024
AK,PSI_14,Postoperative wound dehiscence rate,0,7,0,0,,07/01/2022,06/30/2024
AK,PSI_15,Abdominopelvic accidental puncture or laceration rate,1,6,0,0,,07/01/2022,06/30/2024
AK,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,2,5,0,Not Available,,07/01/2022,06/30/2024
AL,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,34,0,12,,04/01/2023,03/31/2025
AL,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,36,48,0,6,,07/01/2024,06/30/2025
AL,MORT_30_AMI,Death rate for heart attack patients,1,29,0,40,,07/01/2022,06/30/2025
AL,MORT_30_CABG,Death rate for CABG surgery patients,1,18,0,3,,07/01/2022,06/30/2025
AL,MORT_30_COPD,Death rate for COPD patients,0,49,0,35,,07/01/2022,06/30/2025
AL,MORT_30_HF,Death rate for heart failure patients,4,50,1,32,,07/01/2022,06/30/2025
AL,MORT_30_PN,Death rate for pneumonia patients,14,58,1,16,,07/01/2022,06/30/2025
AL,MORT_30_STK,Death rate for stroke patients,7,35,0,36,,07/01/2023,06/30/2025
AL,PSI_03,Pressure ulcer rate,3,77,0,3,,07/01/2022,06/30/2024
AL,PSI_04,Death rate among surgical inpatients with serious treatable complications,3,24,1,18,,07/01/2022,06/30/2024
AL,PSI_06,Iatrogenic pneumothorax rate,0,82,0,1,,07/01/2022,06/30/2024
AL,PSI_08,In-hospital fall-associated fracture rate,0,82,0,1,,07/01/2022,06/30/2024
AL,PSI_09,Postoperative hemorrhage or hematoma rate,0,54,0,13,,07/01/2022,06/30/2024
AL,PSI_10,Postoperative acute kidney injury requiring dialysis rate,1,36,0,16,,07/01/2022,06/30/2024
AL,PSI_11,Postoperative respiratory failure rate,3,35,0,14,,07/01/2022,06/30/2024
AL,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,5,50,0,14,,07/01/2022,06/30/2024
AL,PSI_13,Postoperative sepsis rate,3,33,0,14,,07/01/2022,06/30/2024
AL,PSI_14,Postoperative wound dehiscence rate,0,41,0,18,,07/01/2022,06/30/2024
AL,PSI_15,Abdominopelvic accidental puncture or laceration rate,1,53,0,12,,07/01/2022,06/30/2024
AL,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,4,57,1,Not Available,,07/01/2022,06/30/2024
AR,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,12,0,25,,04/01/2023,03/31/2025
AR,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,20,49,2,1,,07/01/2024,06/30/2025
AR,MORT_30_AMI,Death rate for heart attack patients,0,25,0,33,,07/01/2022,06/30/2025
AR,MORT_30_CABG,Death rate for CABG surgery patients,1,10,0,5,,07/01/2022,06/30/2025
AR,MORT_30_COPD,Death rate for COPD patients,1,34,0,42,,07/01/2022,06/30/2025
AR,MORT_30_HF,Death rate for heart failure patients,1,43,0,31,,07/01/2022,06/30/2025
AR,MORT_30_PN,Death rate for pneumonia patients,4,57,0,16,,07/01/2022,06/30/2025
AR,MORT_30_STK,Death rate for stroke patients,6,19,0,39,,07/01/2023,06/30/2025
AR,PSI_03,Pressure ulcer rate,3,41,1,3,,07/01/2022,06/30/2024
AR,PSI_04,Death rate among surgical inpatients with serious treatable complications,1,20,0,9,,07/01/2022,06/30/2024
AR,PSI_06,Iatrogenic pneumothorax rate,0,47,0,1,,07/01/2022,06/30/2024
AR,PSI_08,In-hospital fall-associated fracture rate,0,47,0,1,,07/01/2022,06/30/2024
AR,PSI_09,Postoperative hemorrhage or hematoma rate,1,34,0,6,,07/01/2022,06/30/2024
AR,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,31,0,7,,07/01/2022,06/30/2024
AR,PSI_11,Postoperative respiratory failure rate,3,28,0,7,,07/01/2022,06/30/2024
AR,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0,35,0,6,,07/01/2022,06/30/2024
AR,PSI_13,Postoperative sepsis rate,0,30,0,5,,07/01/2022,06/30/2024
AR,PSI_14,Postoperative wound dehiscence rate,0,31,0,7,,07/01/2022,06/30/2024
AR,PSI_15,Abdominopelvic accidental puncture or laceration rate,1,35,0,5,,07/01/2022,06/30/2024
AR,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,2,37,1,Not Available,,07/01/2022,06/30/2024
AS,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,5.0,04/01/2023,03/31/2025
AS,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2024,06/30/2025
AS,MORT_30_AMI,Death rate for heart attack patients,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2025
AS,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2025
AS,MORT_30_COPD,Death rate for COPD patients,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2025
AS,MORT_30_HF,Death rate for heart failure patients,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2025
AS,MORT_30_PN,Death rate for pneumonia patients,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2025
AS,MORT_30_STK,Death rate for stroke patients,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2023,06/30/2025
AS,PSI_03,Pressure ulcer rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
AS,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
AS,PSI_06,Iatrogenic pneumothorax rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
AS,PSI_08,In-hospital fall-associated fracture rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
AS,PSI_09,Postoperative hemorrhage or hematoma rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
AS,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
AS,PSI_11,Postoperative respiratory failure rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
AS,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
AS,PSI_13,Postoperative sepsis rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
AS,PSI_14,Postoperative wound dehiscence rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
AS,PSI_15,Abdominopelvic accidental puncture or laceration rate,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
AS,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Not Available,Not Available,Not Available,Not Available,5.0,07/01/2022,06/30/2024
AZ,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,35,0,18,,04/01/2023,03/31/2025
AZ,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,5,65,9,5,,07/01/2024,06/30/2025
AZ,MORT_30_AMI,Death rate for heart attack patients,0,39,1,23,,07/01/2022,06/30/2025
AZ,MORT_30_CABG,Death rate for CABG surgery patients,0,20,0,4,,07/01/2022,06/30/2025
AZ,MORT_30_COPD,Death rate for COPD patients,0,48,1,29,,07/01/2022,06/30/2025
AZ,MORT_30_HF,Death rate for heart failure patients,0,48,6,22,,07/01/2022,06/30/2025
AZ,MORT_30_PN,Death rate for pneumonia patients,2,57,7,16,,07/01/2022,06/30/2025
AZ,MORT_30_STK,Death rate for stroke patients,0,45,2,15,,07/01/2023,06/30/2025
AZ,PSI_03,Pressure ulcer rate,4,60,1,4,,07/01/2022,06/30/2024
AZ,PSI_04,Death rate among surgical inpatients with serious treatable complications,1,33,1,18,,07/01/2022,06/30/2024
AZ,PSI_06,Iatrogenic pneumothorax rate,1,67,0,1,,07/01/2022,06/30/2024
AZ,PSI_08,In-hospital fall-associated fracture rate,0,68,0,1,,07/01/2022,06/30/2024
AZ,PSI_09,Postoperative hemorrhage or hematoma rate,1,57,0,3,,07/01/2022,06/30/2024
AZ,PSI_10,Postoperative acute kidney injury requiring dialysis rate,3,48,0,5,,07/01/2022,06/30/2024
AZ,PSI_11,Postoperative respiratory failure rate,5,45,0,6,,07/01/2022,06/30/2024
AZ,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,3,55,0,3,,07/01/2022,06/30/2024
AZ,PSI_13,Postoperative sepsis rate,1,49,0,6,,07/01/2022,06/30/2024
AZ,PSI_14,Postoperative wound dehiscence rate,1,53,0,5,,07/01/2022,06/30/2024
AZ,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,59,1,2,,07/01/2022,06/30/2024
AZ,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,6,53,0,Not Available,,07/01/2022,06/30/2024
CA,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,180,2,86,,04/01/2023,03/31/2025
CA,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,27,228,58,8,,07/01/2024,06/30/2025
CA,MORT_30_AMI,Death rate for heart attack patients,1,158,6,133,,07/01/2022,06/30/2025
CA,MORT_30_CABG,Death rate for CABG surgery patients,0,82,0,38,,07/01/2022,06/30/2025
CA,MORT_30_COPD,Death rate for COPD patients,0,214,3,99,,07/01/2022,06/30/2025
CA,MORT_30_HF,Death rate for heart failure patients,2,215,32,67,,07/01/2022,06/30/2025
CA,MORT_30_PN,Death rate for pneumonia patients,5,242,33,41,,07/01/2022,06/30/2025
CA,MORT_30_STK,Death rate for stroke patients,3,217,16,51,,07/01/2023,06/30/2025
CA,PSI_03,Pressure ulcer rate,8,273,7,0,,07/01/2022,06/30/2024
CA,PSI_04,Death rate among surgical inpatients with serious treatable complications,3,137,9,111,,07/01/2022,06/30/2024
CA,PSI_06,Iatrogenic pneumothorax rate,1,287,0,1,,07/01/2022,06/30/2024
CA,PSI_08,In-hospital fall-associated fracture rate,0,288,0,1,,07/01/2022,06/30/2024
CA,PSI_09,Postoperative hemorrhage or hematoma rate,0,277,0,5,,07/01/2022,06/30/2024
CA,PSI_10,Postoperative acute kidney injury requiring dialysis rate,2,230,0,36,,07/01/2022,06/30/2024
CA,PSI_11,Postoperative respiratory failure rate,6,227,4,32,,07/01/2022,06/30/2024
CA,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,8,269,0,5,,07/01/2022,06/30/2024
CA,PSI_13,Postoperative sepsis rate,4,222,1,38,,07/01/2022,06/30/2024
CA,PSI_14,Postoperative wound dehiscence rate,2,241,0,37,,07/01/2022,06/30/2024
CA,PSI_15,Abdominopelvic accidental puncture or laceration rate,2,274,0,6,,07/01/2022,06/30/2024
CA,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,8,267,7,Not Available,,07/01/2022,06/30/2024
CO,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,31,0,34,,04/01/2023,03/31/2025
CO,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,5,60,15,5,,07/01/2024,06/30/2025
CO,MORT_30_AMI,Death rate for heart attack patients,0,33,0,31,,07/01/2022,06/30/2025
CO,MORT_30_CABG,Death rate for CABG surgery patients,0,13,0,5,,07/01/2022,06/30/2025
CO,MORT_30_COPD,Death rate for COPD patients,0,39,0,44,,07/01/2022,06/30/2025
CO,MORT_30_HF,Death rate for heart failure patients,1,43,3,35,,07/01/2022,06/30/2025
CO,MORT_30_PN,Death rate for pneumonia patients,0,60,3,20,,07/01/2022,06/30/2025
CO,MORT_30_STK,Death rate for stroke patients,1,35,0,38,,07/01/2023,06/30/2025
CO,PSI_03,Pressure ulcer rate,3,49,0,1,,07/01/2022,06/30/2024
